id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
1768,8,10,춘산,미,암,4세,52,송재철,전승규,이관형,452,9999.9,3.5,"계란형큰, 승인편자, 혀끈",8- 8- 8- 8- 10- 10- 11,00:14.6,00:20.6,00:33.5,01:10.7,01:18.7,01:26.3,  ,01:58.6,2021년01월22일(금),흐림,다습,혼3등급,1800M
1769,9,2,대변화,한,거,6세,58,방춘식,지용철,이수길,492,9999.9,3.5,"계란형큰, 망사눈",7- 7- 7- 7- 7- 6- 6,00:14.6,00:20.6,00:33.3,01:10.7,01:18.3,01:25.8,  ,01:58.9,2021년01월22일(금),흐림,다습,혼3등급,1800M
1770,10,6,케미블루,미,수,5세,54,김옥성,서정하,길용우,499,9999.9,3.5,,5- 4- 4- 4- 5- 5- 10,00:14.3,00:20.1,00:32.7,01:10.2,01:18.2,01:25.8,  ,02:00.0,2021년01월22일(금),흐림,다습,혼3등급,1800M
1771,11,8,아미고라로,미,거,4세,54,박태종,박천서,김종진,451,9999.9,3.5,"반가지큰, 망사눈, 혀끈",1- 1- 1- 1- 1- 3- 9,00:14.1,00:19.9,00:32.4,01:09.7,01:17.9,01:25.5,  ,02:00.2,2021년01월22일(금),흐림,다습,혼3등급,1800M
1772,12,7,사려니힐링,한,거,7세,57,이철경,박희철,오영익,510,9999.9,3.5,"계란형큰, 망사눈",12- 12- 12- 12- 12- 12- 12,00:15.4,00:21.6,00:34.8,01:12.0,01:19.9,01:27.5,  ,02:04.4,2021년01월22일(금),흐림,다습,혼3등급,1800M
1773,1,5,원더풀이블,한,수,5세,58,최범현,서범석,지대섭,497,9999.9,3.2,"계란형큰, 망사눈",5- 5- 6- 7- 7- 6- 1,00:14.3,00:20.0,00:33.2,01:11.1,01:19.1,01:26.3,01:44.2,01:56.7,2021년01월22일(금),흐림,다습,2등급,1800M
1774,2,7,블루키톤,미,수,4세,55,이준철,김대근,최병욱,478,9999.9,3.2,,7- 7- 7- 9- 9- 8- 5,00:14.4,00:20.4,00:33.4,01:11.3,01:19.2,01:26.4,01:45.2,01:57.8,2021년01월22일(금),흐림,다습,2등급,1800M
1775,3,2,레이먼드,한,수,5세,57,문세영,이관호,박남성,484,9999.9,3.2,양털코,2- 3- 3- 4- 4- 3- 3,00:14.2,00:19.9,00:32.8,01:10.7,01:18.7,01:26.0,01:45.0,01:57.8,2021년01월22일(금),흐림,다습,2등급,1800M
1776,4,3,클린업보드,미,수,6세,58,함완식,김동균,씨유네트워크,530,9999.9,3.2,망사눈,6- 6- 5- 8- 8- 7- 4,00:14.4,00:20.4,00:33.2,01:11.3,01:19.2,01:26.4,01:45.2,01:57.9,2021년01월22일(금),흐림,다습,2등급,1800M
1777,5,12,위너브라운,한,수,5세,56,김정준,최영주,손병현,517,1,1.6,망사,4- 2- 2- 2- 2- 2- 2,00:14.2,00:19.8,00:32.7,01:10.5,01:18.4,01:25.8,01:44.7,01:58.1,2021년01월22일(금),흐림,다습,2등급,1800M
1778,6,9,금아홀섬,미,거,5세,55,이현종,이신영,금아산업(주),518,9999.9,3.2,망사,11- 11- 11- 3- 3- 4- 6,00:15.7,00:21.9,00:34.1,01:10.6,01:18.6,01:26.0,01:45.2,01:58.6,2021년01월22일(금),흐림,다습,2등급,1800M
1779,7,1,골드해머,호,수,6세,54,송재철,송문길,(주)나스카,513,9999.9,3.2,,8- 8- 8- 11- 11- 10- 8,00:14.7,00:20.6,00:33.5,01:11.7,01:19.5,01:26.7,01:45.5,01:59.0,2021년01월22일(금),흐림,다습,2등급,1800M
1780,8,6,소중한만남,미,수,7세,54,이철경,서인석,최영훈,470,9999.9,3.2,"계란형큰, 눈가면",10- 10- 10- 10- 10- 11- 10,00:15.4,00:21.5,00:34.0,01:11.6,01:19.4,01:26.7,01:46.0,01:59.3,2021년01월22일(금),흐림,다습,2등급,1800M
1781,9,10,블루울프,미,암,6세,55,유승완,임봉춘,지앤지프로덕션,447,9999.9,3.2,망사,1- 1- 1- 1- 1- 1- 7,00:14.0,00:19.6,00:32.5,01:10.4,01:18.4,01:25.8,01:45.3,01:59.6,2021년01월22일(금),흐림,다습,2등급,1800M
1782,10,4,토함산파워,한,수,5세,54,김효정,배대선,박웅진,503,9999.9,3.2,망사,3- 4- 4- 5- 5- 5- 9,00:14.2,00:19.9,00:33.0,01:10.9,01:18.9,01:26.3,01:45.7,01:59.8,2021년01월22일(금),흐림,다습,2등급,1800M
1783,11,8,제왕의별,한,수,6세,54,김동수,임채덕,(주)녹원목장,457,9999.9,3.2,"계란형큰, 망사눈, 승인편자",9- 9- 9- 6- 6- 9- 11,00:14.9,00:20.8,00:33.5,01:10.9,01:19.0,01:26.5,01:46.3,02:00.4,2021년01월22일(금),흐림,다습,2등급,1800M
1784,1,1,캐치참,한,암,3세,54.5,문세영,강성오,김세민,451,408.8,136.3,,1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:13.3,00:23.7,00:29.6,  ,01:01.3,2021년01월15일(금),맑음,양호,국6등급,1000M
1785,2,12,컴플리트스타,한,암,3세,54.5,안토니오,박재우,장세준,481,40.9,13.6,망사,4-   -   - 4- 3- 3- 2,00:13.6,  ,  ,00:13.6,00:24.1,00:30.1,  ,01:01.6,2021년01월15일(금),맑음,양호,국6등급,1000M
1786,3,4,레전드스타,한,암,3세,54.5,장추열,정호익,양순희,419,9999.9,9999.9,망사눈,10-   -   - 10- 10- 10- 6,00:14.3,  ,  ,00:14.3,00:25.4,00:31.4,  ,01:02.3,2021년01월15일(금),맑음,양호,국6등급,1000M
1787,4,2,골든찬스,한,암,3세,54.5,조상범,배휴준,양현모,517,9999.9,9999.9,,2-   -   - 2- 2- 2- 3,00:13.4,  ,  ,00:13.4,00:24.0,00:30.0,  ,01:02.3,2021년01월15일(금),맑음,양호,국6등급,1000M
1788,5,9,드림노크,한,암,3세,54.5,함완식,김동균,드림커뮤니티,443,9999.9,9999.9,,7-   -   - 7- 6- 6- 5,00:14.0,  ,  ,00:14.0,00:24.8,00:30.8,  ,01:02.7,2021년01월15일(금),맑음,양호,국6등급,1000M
1789,6,8,하이브,한,암,4세,55,신형철,이희영,(주)늘푸른목장,447,9999.9,9999.9,,5-   -   - 5- 5- 4- 4,00:13.8,  ,  ,00:13.8,00:24.5,00:30.5,  ,01:02.8,2021년01월15일(금),맑음,양호,국6등급,1000M
1790,7,7,일향달마,한,암,3세,54.5,유승완,조현수,이창모,460,9999.9,9999.9,망사,6-   -   - 6- 7- 7- 8,00:13.9,  ,  ,00:13.9,00:24.9,00:31.0,  ,01:03.4,2021년01월15일(금),맑음,양호,국6등급,1000M
1791,8,5,원더풀리버,한,암,3세,54.5,김정준,배휴준,지경미,472,9999.9,9999.9,망사눈,9-   -   - 9- 9- 9- 9,00:14.2,  ,  ,00:14.2,00:25.1,00:31.3,  ,01:03.6,2021년01월15일(금),맑음,양호,국6등급,1000M
1792,9,3,로큰롤타임,한,암,3세,54.5,이용호,서인석,홍상기,517,9999.9,9999.9,망사눈,3-   -   - 3- 4- 5- 7,00:13.5,  ,  ,00:13.5,00:24.3,00:30.6,  ,01:03.6,2021년01월15일(금),맑음,양호,국6등급,1000M
1793,10,11,런던타이거,한,암,3세,54.5,김효정,안해양,임흥호,443,9999.9,9999.9,망사눈+,8-   -   - 8- 8- 8- 10,00:14.0,  ,  ,00:14.0,00:24.9,00:31.0,  ,01:04.5,2021년01월15일(금),맑음,양호,국6등급,1000M
1794,11,10,델피니,한,암,3세,54.5,먼로,이신영,이한준,487,1,1,,11-   -   - 11- 11- 11- 11,00:14.5,  ,  ,00:14.5,00:25.6,00:31.7,  ,01:05.0,2021년01월15일(금),맑음,양호,국6등급,1000M
1795,12,6,굿퍼지,한,암,3세,54.5,이강서,유재길,오상철,417,9999.9,9999.9,,12-   -   - 12- 12- 12- 12,00:15.4,  ,  ,00:15.4,00:27.0,00:33.4,  ,01:05.6,2021년01월15일(금),맑음,양호,국6등급,1000M
1796,1,9,폭스파워,한,수,3세,56.5,문세영,구자흥,말사모,472,9.6,3.2,망사+,1-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:25.0,00:37.1,00:43.5,  ,01:15.5,2021년01월15일(금),맑음,양호,국6등급,1200M
1797,2,11,글로벌영웅,한,수,3세,56.5,이혁,최상식,장재형,469,9.6,3.2,망사눈,4-   -   - 5- 4- 4- 2,00:14.0,  ,  ,00:25.3,00:37.4,00:43.8,  ,01:16.6,2021년01월15일(금),맑음,양호,국6등급,1200M
1798,3,6,어서와,한,수,3세,56.5,송재철,강환민,강용식,477,9.6,3.2,"계란형큰, 망사눈",3-   -   - 4- 5- 5- 3,00:13.9,  ,  ,00:25.3,00:37.6,00:43.9,  ,01:17.0,2021년01월15일(금),맑음,양호,국6등급,1200M
1799,4,3,명마타임,한,수,4세,57,하정훈,신삼영,이기철,532,9.6,3.2,"망사,JR러깅+",5-   -   - 6- 6- 6- 5,00:14.1,  ,  ,00:25.6,00:38.0,00:44.4,  ,01:18.0,2021년01월15일(금),맑음,양호,국6등급,1200M
1800,5,1,마성혼신,한,암,4세,54,문성혁,서인석,천사들의 안장,462,9.6,3.2,계란형큰,12-   -   - 12- 11- 12- 10,00:15.0,  ,  ,00:26.5,00:38.8,00:45.3,  ,01:18.0,2021년01월15일(금),맑음,양호,국6등급,1200M
1801,6,2,히트에이스,한,암,3세,54.5,박현우,이관호,정승희,471,9.6,3.2,망사,2-   -   - 2- 2- 2- 4,00:13.9,  ,  ,00:25.1,00:37.3,00:43.7,  ,01:18.1,2021년01월15일(금),맑음,양호,국6등급,1200M
1802,7,8,로스트워,한,암,3세,54.5,다비드,손영표,조창석,457,9.6,3.2,,9-   -   - 9- 9- 8- 7,00:14.2,  ,  ,00:26.0,00:38.4,00:44.6,  ,01:18.4,2021년01월15일(금),맑음,양호,국6등급,1200M
1803,8,5,런던스피드,한,암,3세,54.5,박을운,안해양,임흥호,477,9.6,3.2,,8-   -   - 10- 10- 10- 11,00:14.2,  ,  ,00:26.1,00:38.6,00:45.0,  ,01:18.5,2021년01월15일(금),맑음,양호,국6등급,1200M
1804,9,7,브라이트빅터,한,암,3세,54.5,조상범,안병기,함철원,467,9.6,3.2,망사눈,6-   -   - 7- 7- 7- 8,00:14.1,  ,  ,00:25.6,00:38.0,00:44.5,  ,01:18.5,2021년01월15일(금),맑음,양호,국6등급,1200M
1805,10,12,베스트마루,한,수,3세,56.5,윤태혁,이관호,베스트샤인조합,456,9.6,3.2,망사눈,11-   -   - 11- 12- 11- 12,00:14.9,  ,  ,00:26.3,00:38.8,00:45.1,  ,01:18.6,2021년01월15일(금),맑음,양호,국6등급,1200M
1806,11,10,프로폰도로쏘,한,거,4세,57,김동수,전승규,김용래,470,9.6,3.2,"계란형큰+, 망사눈,Triabit-",10-   -   - 8- 8- 9- 9,00:14.2,  ,  ,00:25.8,00:38.3,00:44.6,  ,01:18.7,2021년01월15일(금),맑음,양호,국6등급,1200M
1807,12,4,정문스타,한,수,3세,56.5,김정준,홍대유,김재영b,451,9.6,3.2,,7-   -   - 3- 3- 3- 6,00:14.2,  ,  ,00:25.3,00:37.4,00:43.8,  ,01:19.5,2021년01월15일(금),맑음,양호,국6등급,1200M
1808,1,5,케이엔라이트,한,수,3세,56.5,문세영,박대흥,조경수,495,17.6,1.4,"계란형큰,눈가면+,망사눈-",8-   -   - 6- 4- 3- 1,00:14.3,  ,  ,00:25.5,00:37.8,00:44.0,01:03.0,01:16.7,2021년01월15일(금),맑음,양호,국6등급,1200M
1809,2,2,매드블레이드,한,거,3세,56.5,안토니오,강환민,김형란,453,17.6,1.4,망사,1-   -   - 1- 1- 1- 2,00:14.0,  ,  ,00:25.0,00:37.2,00:43.7,01:03.4,01:17.1,2021년01월15일(금),맑음,양호,국6등급,1200M
1810,3,9,리얼콩코드,한,암,3세,54.5,조상범,신삼영,이진경,435,9999.9,9999.9,망사눈+,10-   -   - 9- 9- 10- 6,00:14.4,  ,  ,00:25.9,00:38.4,00:45.1,01:04.4,01:17.7,2021년01월15일(금),맑음,양호,국6등급,1200M
1811,4,12,판타지퀸,한,암,3세,53.5,문성혁,전승규,이경희,458,9999.9,9999.9,망사,11-   -   - 12- 12- 12- 8,00:14.6,  ,  ,00:26.3,00:38.9,00:45.4,01:04.4,01:17.8,2021년01월15일(금),맑음,양호,국6등급,1200M
1812,5,11,원더풀케이,한,수,3세,56.5,장추열,배대선,강경운,444,1.8,1.4,망사,9-   -   - 10- 10- 9- 7,00:14.3,  ,  ,00:25.9,00:38.4,00:45.0,01:04.4,01:17.9,2021년01월15일(금),맑음,양호,국6등급,1200M
1813,6,1,위너킹,한,수,3세,56.5,김덕현,이관호,손병현,503,9999.9,9999.9,"계란형큰, 망사",6-   -   - 5- 6- 6- 5,00:14.2,  ,  ,00:25.4,00:38.0,00:44.7,01:04.4,01:17.9,2021년01월15일(금),맑음,양호,국6등급,1200M
1814,7,4,보리보리,한,암,3세,54.5,하정훈,임봉춘,피닉스,410,9999.9,9999.9,눈가면,2-   -   - 3- 3- 4- 4,00:14.0,  ,  ,00:25.2,00:37.7,00:44.2,01:04.2,01:18.2,2021년01월15일(금),맑음,양호,국6등급,1200M
1815,8,3,에피파니,한,수,3세,56.5,조한별,안병기,우태율,495,9999.9,1.1,"계란형큰,망사눈+",7-   -   - 8- 7- 8- 10,00:14.2,  ,  ,00:25.6,00:38.2,00:44.9,01:04.7,01:19.0,2021년01월15일(금),맑음,양호,국6등급,1200M
1816,9,6,슈퍼제나이,한,암,3세,54.5,이용호,서인석,이용대,453,9999.9,9999.9,망사눈,3-   -   - 4- 5- 5- 9,00:14.0,  ,  ,00:25.3,00:37.8,00:44.4,01:04.7,01:19.4,2021년01월15일(금),맑음,양호,국6등급,1200M
1817,10,7,새내황제,한,수,3세,56.5,김옥성,홍대유,문금철,445,9999.9,9999.9,망사눈,4-   -   - 2- 2- 2- 3,00:14.0,  ,  ,00:25.0,00:37.2,00:43.7,01:04.1,01:19.5,2021년01월15일(금),맑음,양호,국6등급,1200M
1818,11,8,바이킹조이,한,수,3세,56.5,박현우,김동균,이미경,432,9999.9,9999.9,,5-   -   - 7- 8- 7- 11,00:14.1,  ,  ,00:25.5,00:38.2,00:44.8,01:05.1,01:20.2,2021년01월15일(금),맑음,양호,국6등급,1200M
1819,12,10,나우퀸,한,암,4세,55,김귀배,안해양,최동근,537,1.8,1.4,계란형큰,12-   -   - 11- 11- 11- 12,00:14.7,  ,  ,00:26.3,00:38.8,00:45.3,01:05.9,01:22.0,2021년01월15일(금),맑음,양호,국6등급,1200M
1820,1,3,최강게임,한,수,3세,56.5,유승완,전승규,함춘,486,11,4.1,"망사눈+, Triabit,눈가면-",5-   -   - 5- 5- 5- 3,00:14.1,  ,  ,00:31.8,00:44.3,00:50.6,  ,01:22.1,2021년01월15일(금),맑음,양호,국6등급,1300M
1821,2,2,정문짱,한,수,3세,56.5,박을운,홍대유,김재영b,485,9999.9,20.3,"반가지큰+,망사눈+,눈가면-",1-   -   - 1- 1- 1- 1,00:13.6,  ,  ,00:31.2,00:43.5,00:49.9,  ,01:22.6,2021년01월15일(금),맑음,양호,국6등급,1300M
1822,3,7,바잉블레이드,한,수,3세,56.5,최범현,강환민,김형란,494,55.2,6.8,"계란형큰, 망사눈",3-   -   - 2- 2- 2- 2,00:13.8,  ,  ,00:31.2,00:43.6,00:50.0,  ,01:22.8,2021년01월15일(금),맑음,양호,국6등급,1300M
1823,4,12,대천얼짱,한,수,3세,56.5,김용근,최봉주,김경민,495,9.2,3.4,망사눈,4-   -   - 4- 4- 4- 4,00:13.9,  ,  ,00:31.5,00:44.0,00:50.3,  ,01:23.6,2021년01월15일(금),맑음,양호,국6등급,1300M
1824,5,8,후이넘,한,수,3세,56.5,이기회,김동균,김영근,494,9999.9,9999.9,,6-   -   - 7- 7- 7- 6,00:14.1,  ,  ,00:32.1,00:44.7,00:51.1,  ,01:25.0,2021년01월15일(금),맑음,양호,국6등급,1300M
1825,6,9,통천대로,한,암,3세,54.5,이준철,김대근,김경민,454,9999.9,9999.9,,10-   -   - 8- 8- 8- 7,00:14.4,  ,  ,00:32.5,00:45.0,00:51.4,  ,01:25.2,2021년01월15일(금),맑음,양호,국6등급,1300M
1826,7,1,소중한기억,한,거,3세,56.5,이철경,배휴준,이성님,458,9999.9,9999.9,망사눈+,8-   -   - 9- 9- 9- 9,00:14.3,  ,  ,00:32.7,00:45.5,00:52.0,  ,01:25.2,2021년01월15일(금),맑음,양호,국6등급,1300M
1827,8,6,좋은관계,한,수,3세,56.5,이현종,신삼영,유영준,492,1.1,1,망사눈,7-   -   - 10- 10- 10- 10,00:14.2,  ,  ,00:32.9,00:46.5,00:53.0,  ,01:25.3,2021년01월15일(금),맑음,양호,국6등급,1300M
1828,9,10,장산사수대,한,수,4세,57,빅투아르,이신영,김병진,426,9999.9,9999.9,"계란형큰, 망사, 혀끈",9-   -   - 6- 6- 6- 8,00:14.3,  ,  ,00:32.0,00:44.3,00:50.7,  ,01:26.3,2021년01월15일(금),맑음,양호,국6등급,1300M
1829,10,11,천탑,한,암,3세,54.5,신형철,박천서,조금제,467,9999.9,9999.9,망사눈,11-   -   - 11- 11- 11- 11,00:14.9,  ,  ,00:35.6,00:49.5,00:56.1,  ,01:29.3,2021년01월15일(금),맑음,양호,국6등급,1300M
1830,1,1,르루아블랑,한,암,4세,55,신형철,박천서,박병룡,456,2.9,1.5,망사눈,1-   -   - 1- 1- 1- 1,00:13.5,  ,  ,00:36.0,00:48.2,00:54.7,01:14.9,01:29.9,2021년01월15일(금),맑음,양호,국6등급,1400M
1831,2,7,로드로즈,한,암,4세,55,김덕현,구자흥,표종순,487,2.9,1.5,망사,3-   -   - 3- 3- 2- 2,00:13.7,  ,  ,00:36.5,00:49.0,00:55.5,01:15.5,01:29.9,2021년01월15일(금),맑음,양호,국6등급,1400M
1832,3,5,어메이징퀸,한,암,4세,55,박태종,김점오,이성인,472,2.9,1.5,망사,8-   -   - 8- 8- 8- 6,00:14.0,  ,  ,00:37.3,00:49.9,00:56.5,01:16.2,01:30.2,2021년01월15일(금),맑음,양호,국6등급,1400M
1833,4,10,걸작우먼,한,암,3세,54.5,김용근,박윤규,박덕희,490,5.4,1.5,망사눈,5-   -   - 6- 6- 6- 3,00:13.8,  ,  ,00:37.0,00:49.5,00:56.0,01:15.9,01:30.2,2021년01월15일(금),맑음,양호,국6등급,1400M
1834,5,4,청담여걸,한,암,4세,55,안토니오,박대흥,삼정,485,43.2,7.7,"계란형큰, 혀끈,망사눈-",11-   -   - 11- 11- 11- 9,00:14.3,  ,  ,00:38.0,00:51.0,00:57.6,01:16.9,01:30.4,2021년01월15일(금),맑음,양호,국6등급,1400M
1835,6,11,그린짱,한,암,3세,54.5,함완식,홍대유,김재영b,464,9999.9,9999.9,망사눈,4-   -   - 4- 4- 4- 4,00:13.7,  ,  ,00:36.6,00:49.1,00:55.6,01:15.9,01:30.6,2021년01월15일(금),맑음,양호,국6등급,1400M
1836,7,8,남산드림,한,암,3세,54.5,다비드,토니,이기선,494,9999.9,9999.9,"계란형큰, 망사눈",12-   -   - 10- 9- 9- 8,00:14.4,  ,  ,00:37.7,00:50.4,00:56.9,01:16.5,01:30.8,2021년01월15일(금),맑음,양호,국6등급,1400M
1837,8,12,러빙댄서,한,암,4세,55,이철경,서홍수,윤지중,462,9999.9,9999.9,망사눈,6-   -   - 5- 5- 5- 5,00:13.9,  ,  ,00:36.6,00:49.1,00:55.6,01:16.2,01:31.4,2021년01월15일(금),맑음,양호,국6등급,1400M
1838,9,3,샤이니퀸,한,암,4세,55,유승완,최영주,김찬영,463,9999.9,9999.9,"계란형큰, 망사눈",10-   -   - 12- 12- 12- 11,00:14.3,  ,  ,00:38.3,00:51.4,00:57.9,01:17.9,01:32.1,2021년01월15일(금),맑음,양호,국6등급,1400M
1839,10,6,원더풀니키야,한,암,4세,55,빅투아르,최봉주,지대섭,457,9999.9,1,"계란형큰, 망사눈",9-   -   - 7- 7- 7- 7,00:14.0,  ,  ,00:37.0,00:49.5,00:56.0,01:16.4,01:32.2,2021년01월15일(금),맑음,양호,국6등급,1400M
1840,11,2,화이트마운틴,한,암,3세,54.5,김효정,배대선,이미경,480,9999.9,9999.9,망사,7-   -   - 9- 10- 10- 12,00:14.0,  ,  ,00:37.4,00:50.6,00:57.5,01:18.8,01:34.2,2021년01월15일(금),맑음,양호,국6등급,1400M
1841,12,9,빅포스원,한,암,4세,55,하정훈,구자흥,서정범,503,9999.9,9999.9,"계란형큰,망사눈+,망사-",2-   -   - 2- 2- 3- 10,00:13.5,  ,  ,00:36.2,00:48.8,00:55.5,01:17.4,01:34.9,2021년01월15일(금),맑음,양호,국6등급,1400M
1842,1,14,열린문,한,수,4세,54.5,문성혁,서인석,김재성a,470,45.2,6,망사눈-,5-   -   - 5- 6- 6- 4,00:13.6,  ,  ,00:36.4,00:49.3,00:55.9,  ,01:28.4,2021년05월09일(일),맑음,다습,국4등급,1400M
1843,2,9,라온라이트맨,한,거,4세,54,이혁,안병기,라온건설,483,7.5,4.2,"계란형큰, 망사눈",2-   -   - 3- 3- 3- 1,00:13.4,  ,  ,00:35.8,00:48.8,00:55.4,  ,01:28.4,2021년05월09일(일),맑음,다습,국4등급,1400M
1844,3,4,최강파티,한,거,5세,52,다비드,박병일,함춘,500,10.2,2.6,"계란형큰, 눈가면",13-   -   - 14- 13- 11- 5,00:14.1,  ,  ,00:38.0,00:50.3,00:56.4,  ,01:28.7,2021년05월09일(일),맑음,다습,국4등급,1400M
1845,4,11,슈퍼엑톤,한,거,4세,52,정정희,강환민,삼정,441,195.4,27.2,망사,12-   -   - 10- 10- 10- 11,00:13.9,  ,  ,00:37.3,00:50.2,00:56.4,  ,01:28.8,2021년05월09일(일),맑음,다습,국4등급,1400M
1846,5,7,파이어하트,한,수,4세,55.5,김정준,송문길,손병현,491,3.2,1.3,,8-   -   - 7- 8- 8- 10,00:13.8,  ,  ,00:36.7,00:49.5,00:56.2,  ,01:28.8,2021년05월09일(일),맑음,다습,국4등급,1400M
1847,6,1,머니챔프,한,거,4세,54,박을운,김동균,최임규,472,12.6,2.8,"계란형큰, 망사눈",3-   -   - 2- 2- 2- 2,00:13.5,  ,  ,00:35.8,00:48.8,00:55.4,  ,01:29.0,2021년05월09일(일),맑음,다습,국4등급,1400M
1848,7,6,페더럴캣,한,수,5세,53,김아현,지용철,금악목장,498,21.5,8.1,"계란형큰, 망사눈",14-   -   - 12- 12- 13- 8,00:14.1,  ,  ,00:37.6,00:50.3,00:56.5,  ,01:29.2,2021년05월09일(일),맑음,다습,국4등급,1400M
1849,8,5,빅페이스,한,거,4세,53,김용근,박윤규,이방훈,483,3.5,1.6,눈가면,7-   -   - 6- 5- 5- 6,00:13.8,  ,  ,00:36.6,00:49.3,00:55.8,  ,01:29.3,2021년05월09일(일),맑음,다습,국4등급,1400M
1850,9,8,화이트코멧,한,수,5세,56,함완식,정호익,백국인,503,45.9,40.9,망사눈,4-   -   - 4- 4- 4- 7,00:13.5,  ,  ,00:36.1,00:49.0,00:55.6,  ,01:29.3,2021년05월09일(일),맑음,다습,국4등급,1400M
1851,10,2,스트롱벌처,한,거,5세,53,최범현,서범석,이성헌,457,29,5.7,망사눈,10-   -   - 11- 11- 12- 9,00:13.9,  ,  ,00:37.6,00:50.3,00:56.5,  ,01:29.5,2021년05월09일(일),맑음,다습,국4등급,1400M
1852,11,13,동쪽글로리,한,거,4세,52,박태종,정호익,김영구,492,11.7,1.9,망사눈,9-   -   - 8- 9- 9- 13,00:13.8,  ,  ,00:37.0,00:50.0,00:56.4,  ,01:29.6,2021년05월09일(일),맑음,다습,국4등급,1400M
1853,12,12,럭키상운,한,수,4세,54.5,안토니오,박재우,최기영,509,23.3,21.3,망사눈,1-   -   - 1- 1- 1- 3,00:13.3,  ,  ,00:35.6,00:48.6,00:55.2,  ,01:29.7,2021년05월09일(일),맑음,다습,국4등급,1400M
1854,13,10,역대최고,한,거,5세,52,문정균,최상식,오상철,516,26.1,6,"망사눈,승인편자+",11-   -   - 9- 7- 7- 12,00:13.9,  ,  ,00:37.1,00:49.5,00:56.0,  ,01:30.5,2021년05월09일(일),맑음,다습,국4등급,1400M
1855,14,3,럭키명호,한,수,4세,54.5,빅투아르,박재우,최기영,535,23.3,16.4,망사,6-   -   - 13- 14- 14- 14,00:13.8,  ,  ,00:38.0,00:51.2,00:57.8,  ,01:31.2,2021년05월09일(일),맑음,다습,국4등급,1400M
1856,1,11,스타블레이드,한,수,3세,56.5,안토니오,토니,김형란,482,2.9,2.1,"계란형큰, 망사눈",5-   -   - 1- 1- 1- 1,00:14.0,  ,  ,00:36.7,00:49.3,00:55.7,  ,01:29.0,2021년01월15일(금),맑음,양호,국6등급,1400M
1857,2,6,케이프렌지,한,수,3세,56.5,임기원,박윤규,김영선,505,8.6,2.1,망사눈-,1-   -   - 3- 3- 4- 2,00:13.9,  ,  ,00:37.1,00:49.7,00:56.2,  ,01:29.8,2021년01월15일(금),맑음,양호,국6등급,1400M
1858,3,2,해피먼스,한,암,4세,52,임다빈,박윤규,박덕희,511,2.5,1.5,"계란형큰, 망사눈",8-   -   - 10- 10- 10- 7,00:14.2,  ,  ,00:38.2,00:51.1,00:57.4,  ,01:30.3,2021년01월15일(금),맑음,양호,국6등급,1400M
1859,4,7,청산가세,한,거,4세,53,김아현,지용철,김종식,476,43.2,10.4,망사눈,3-   -   - 4- 4- 3- 3,00:14.0,  ,  ,00:37.1,00:49.7,00:56.1,  ,01:30.4,2021년01월15일(금),맑음,양호,국6등급,1400M
1860,5,4,스타러시,한,수,4세,57,부민호,김동철,제주축협,456,43.2,10.4,망사,2-   -   - 8- 8- 8- 6,00:14.0,  ,  ,00:37.8,00:50.5,00:57.0,  ,01:30.5,2021년01월15일(금),맑음,양호,국6등급,1400M
1861,6,10,좋은사이,한,수,3세,56.5,하정훈,신삼영,유영준,455,9999.9,1,"망사,계란형큰-",9-   -   - 7- 7- 7- 8,00:14.5,  ,  ,00:37.6,00:50.1,00:56.6,  ,01:31.0,2021년01월15일(금),맑음,양호,국6등급,1400M
1862,7,5,질주대로,한,수,3세,56.5,김용근,신삼영,이혜란,458,8.6,2.1,"반가지큰,망사눈+,망사-",10-   -   - 2- 2- 2- 4,00:14.6,  ,  ,00:36.7,00:49.3,00:55.8,  ,01:31.2,2021년01월15일(금),맑음,양호,국6등급,1400M
1863,8,8,큐피드코리아,한,거,4세,57,방춘식,송문길,서순배,482,9999.9,9999.9,망사눈,7-   -   - 6- 6- 6- 5,00:14.1,  ,  ,00:37.6,00:50.1,00:56.6,  ,01:31.4,2021년01월15일(금),맑음,양호,국6등급,1400M
1864,9,3,에이원킹,한,수,5세,57,이강서,유재길,임영수,492,9999.9,9999.9,망사눈,11-   -   - 11- 12- 12- 12,00:15.0,  ,  ,00:38.8,00:51.5,00:57.8,  ,01:32.0,2021년01월15일(금),맑음,양호,국6등급,1400M
1865,10,1,옥추마,한,수,4세,57,문세영,강성오,씨유네트워크,506,4.3,2.1,"계란형큰+,반가지큰-",6-   -   - 9- 9- 9- 10,00:14.1,  ,  ,00:37.9,00:50.8,00:57.2,  ,01:32.0,2021년01월15일(금),맑음,양호,국6등급,1400M
1866,11,12,하트제니,한,암,4세,55,조한별,박희철,선우패션,424,9999.9,9999.9,망사눈,12-   -   - 12- 11- 11- 11,00:15.4,  ,  ,00:39.1,00:51.3,00:57.4,  ,01:32.3,2021년01월15일(금),맑음,양호,국6등급,1400M
