id,순위,마번,마명,산지,성별,연령,중량,기수명,조교사명,마주명,마체중,단승,연승,장구현황,구간별순위,S-1F,1코너,2코너,3코너,G-3F,4코너,G-1F,경주기록,날짜,날씨,주로상태,등급,거리
2629,5,10,보고또보고,한,거,3세,56,임기원,임봉춘,김진태a,508,6.3,2.4,"망사+,눈가면-",3-   -   - 3- 3- 3- 3,00:13.3,  ,  ,00:30.5,00:43.0,00:49.5,01:09.1,01:23.0,2020년11월21일(토),맑음,포화,국6,1300M
2630,6,11,다시두손,한,암,3세,54,김덕현,박재우,이도명,464,19.6,5.4,눈가면,1-   -   - 1- 1- 1- 1,00:13.2,  ,  ,00:29.7,00:42.0,00:48.4,01:08.5,01:23.0,2020년11월21일(토),맑음,포화,국6,1300M
2631,7,8,원지,한,거,3세,56,신형철,안병기,우태율,482,48.7,7.1,"반가지큰, 망사눈",8-   -   - 9- 7- 7- 7,00:14.1,  ,  ,00:31.6,00:44.1,00:50.4,01:09.4,01:23.5,2020년11월21일(토),맑음,포화,국6,1300M
2632,8,12,월영이,한,암,3세,54,박병윤,홍대유,김정숙,482,149.2,18.6,,2-   -   - 2- 2- 2- 2,00:13.2,  ,  ,00:29.8,00:42.0,00:48.4,01:08.9,01:23.9,2020년11월21일(토),맑음,포화,국6,1300M
2633,9,4,선위너,한,암,4세,54,이동국,서범석,이신근,440,52.4,4.2,,6-   -   - 7- 5- 6- 9,00:13.9,  ,  ,00:31.3,00:43.7,00:50.4,01:10.1,01:25.3,2020년11월21일(토),맑음,포화,국6,1300M
2634,10,2,더블던다스,한,거,4세,56,이동진,박윤규,강현찬,463,666,36.2,"눈가면+,자극판-,망사눈-",5-   -   - 5- 10- 10- 10,00:13.8,  ,  ,00:31.0,00:44.5,00:51.0,01:10.9,01:25.3,2020년11월21일(토),맑음,포화,국6,1300M
2635,11,6,과천에이스,한,암,3세,54,이강서,박천서,이시환,449,355.7,24.7,망사눈,11-   -   - 11- 11- 11- 11,00:14.7,  ,  ,00:32.3,00:44.9,00:51.5,01:11.3,01:25.4,2020년11월21일(토),맑음,포화,국6,1300M
2636,12,1,머니라인,한,수,3세,56,김효정,배대선,박상헌,537,390.7,19.7,망사눈,12-   -   - 12- 12- 12- 12,00:17.0,  ,  ,00:35.8,00:48.7,00:55.6,01:16.1,01:29.5,2020년11월21일(토),맑음,포화,국6,1300M
2637,1,7,장산클리어,미,거,2세,53,우에다,강환민,김병진,520,9999.9,9999.9,"계란형큰+,망사눈+",3-   -   - 3- 3- 3- 1,00:13.9,  ,  ,00:25.0,00:37.3,00:43.3,  ,01:14.4,2020년12월19일(토),맑음,건조,혼4,1200M
2638,2,6,장산스타트,미,거,3세,54,안토니오,박대흥,김병진,467,9999.9,9999.9,"혀끈, 눈가면",7-   -   - 6- 6- 6- 6,00:14.4,  ,  ,00:25.9,00:38.1,00:44.3,  ,01:15.0,2020년12월19일(토),맑음,건조,혼4,1200M
2639,3,11,이스트반,미,거,3세,56,빅투아르,서범석,임종근,475,9999.9,9999.9,"계란형큰, 망사눈,혀끈+",4-   -   - 5- 5- 5- 4,00:13.9,  ,  ,00:25.3,00:37.5,00:43.7,  ,01:15.1,2020년12월19일(토),맑음,건조,혼4,1200M
2640,4,5,러블리케이,미,암,2세,51,김용근,우창구,강경운,469,9999.9,9999.9,,5-   -   - 4- 4- 4- 5,00:14.0,  ,  ,00:25.3,00:37.4,00:43.6,  ,01:15.2,2020년12월19일(토),맑음,건조,혼4,1200M
2641,5,12,삼단가속,미,수,2세,53,방춘식,지용철,이수길,458,9999.9,9999.9,,8-   -   - 8- 7- 7- 7,00:14.5,  ,  ,00:26.2,00:38.3,00:44.4,  ,01:15.6,2020년12월19일(토),맑음,건조,혼4,1200M
2642,6,3,내생애최고,미,수,2세,55,임기원,안병기,우태율,462,9999.9,9999.9,망사눈,1-   -   - 1- 1- 1- 2,00:13.7,  ,  ,00:24.8,00:37.0,00:43.2,  ,01:15.7,2020년12월19일(토),맑음,건조,혼4,1200M
2643,7,4,엉클벨,미,거,3세,57,박을운,이신영,오종택,477,9999.9,9999.9,,2-   -   - 2- 2- 2- 3,00:13.8,  ,  ,00:24.8,00:37.1,00:43.2,  ,01:15.7,2020년12월19일(토),맑음,건조,혼4,1200M
2644,8,13,마하걸,일,암,3세,52,하정훈,최봉주,미즈타니 마사테루,450,9999.9,9999.9,망사눈,12-   -   - 13- 11- 11- 9,00:15.0,  ,  ,00:26.8,00:39.1,00:45.1,  ,01:16.3,2020년12월19일(토),맑음,건조,혼4,1200M
2645,9,8,문학탭,미,수,3세,54,신형철,이희영,김재영a,496,9999.9,9999.9,망사,11-   -   - 9- 9- 9- 8,00:15.0,  ,  ,00:26.6,00:38.7,00:44.7,  ,01:16.4,2020년12월19일(토),맑음,건조,혼4,1200M
2646,10,10,투어링라니,미,수,2세,53,유승완,최용구,공이공팔,502,9999.9,9999.9,망사눈,13-   -   - 12- 10- 10- 11,00:15.1,  ,  ,00:26.6,00:38.9,00:45.0,  ,01:16.8,2020년12월19일(토),맑음,건조,혼4,1200M
2647,11,1,라이드머니,미,거,3세,53,문성혁,임채덕,박덕희,492,9999.9,9999.9,"반가지큰, 망사눈, 혀끈",9-   -   - 7- 8- 8- 10,00:14.6,  ,  ,00:26.2,00:38.4,00:44.7,  ,01:17.1,2020년12월19일(토),맑음,건조,혼4,1200M
2648,12,9,애니멀위너,미,수,2세,53,조한별,김윤섭,김재용,529,9999.9,9999.9,계란형큰,10-   -   - 11- 12- 12- 12,00:14.7,  ,  ,00:26.6,00:39.3,00:45.7,  ,01:19.2,2020년12월19일(토),맑음,건조,혼4,1200M
2649,13,2,금빛여왕,미,암,3세,52,조상범,이관호,최경미,434,9999.9,9999.9,"계란형큰, 망사눈",6-   -   - 10- 13- 13- 13,00:14.2,  ,  ,00:26.6,00:40.3,00:46.9,  ,01:19.6,2020년12월19일(토),맑음,건조,혼4,1200M
2650,1,2,최강특급,한,수,3세,56,문세영,박대흥,김경민,507,1.2,1.2,,1- 1- 1- 1- 1- 1- 1,00:14.2,00:14.2,00:26.5,01:02.6,01:10.3,01:17.9,01:37.5,01:51.7,2020년11월21일(토),맑음,포화,혼4,1700M
2651,2,6,우정의향기,미,암,4세,55,함완식,곽영효,강균호,492,15.8,1.8,"계란형큰, 망사눈,혀끈-",11- 11- 11- 5- 5- 5- 3,00:15.4,00:15.4,00:28.0,01:03.2,01:11.0,01:18.6,01:38.2,01:52.0,2020년11월21일(토),맑음,포화,혼4,1700M
2652,3,3,본능대로,미,거,4세,54,이동진,이희영,이창모,503,210.8,20.3,망사눈,2- 2- 2- 2- 2- 2- 2,00:14.4,00:14.4,00:26.8,01:02.8,01:10.7,01:18.2,01:37.9,01:52.0,2020년11월21일(토),맑음,포화,혼4,1700M
2653,4,9,대마불사,미,수,3세,54,박현우,최용구,이미양,541,28.7,3.9,"반가지큰+,양털코+,계란형큰-",12- 12- 12- 10- 10- 10- 6,00:16.1,00:16.1,00:28.9,01:04.2,01:11.8,01:19.2,01:38.8,01:52.4,2020년11월21일(토),맑음,포화,혼4,1700M
2654,5,11,골드블루매직,호,암,5세,53,황순도,서홍수,황철연,455,80.2,14.3,"계란형큰, 망사눈",6- 6- 6- 6- 7- 7- 4,00:14.6,00:14.6,00:27.1,01:03.4,01:11.3,01:18.8,01:38.7,01:52.9,2020년11월21일(토),맑음,포화,혼4,1700M
2655,6,10,선포레,미,거,3세,54,김용근,배휴준,서상주,466,16.2,2.8,망사눈,4- 4- 5- 7- 6- 6- 8,00:14.5,00:14.5,00:27.1,01:03.5,01:11.2,01:18.8,01:39.2,01:53.4,2020년11월21일(토),맑음,포화,혼4,1700M
2656,7,7,천지명장,미,수,4세,55,박병윤,손영표,최임규,445,140.8,26.1,"계란형큰, 망사눈",8- 8- 8- 9- 8- 8- 5,00:14.7,00:14.7,00:27.2,01:03.8,01:11.5,01:18.8,01:38.8,01:53.4,2020년11월21일(토),맑음,포화,혼4,1700M
2657,8,12,신의열매,미,거,3세,54,조상범,안병기,김동익,490,19.6,2,"계란형큰, 망사눈",7- 7- 7- 4- 3- 3- 7,00:14.6,00:14.6,00:27.1,01:02.8,01:10.7,01:18.3,01:38.9,01:53.4,2020년11월21일(토),맑음,포화,혼4,1700M
2658,9,4,황금들판,일,암,7세,55,신형철,김점오,백경무,461,89.6,7.2,망사,10- 10- 10- 12- 12- 12- 10,00:15.3,00:15.3,00:28.0,01:04.6,01:12.4,01:19.9,01:39.4,01:53.5,2020년11월21일(토),맑음,포화,혼4,1700M
2659,10,1,원더풀인디언,미,거,4세,54,우에다,전승규,지대섭,496,8.3,1.5,"계란형큰, 망사",5- 5- 4- 8- 9- 9- 9,00:14.6,00:14.6,00:27.1,01:03.8,01:11.6,01:19.1,01:39.4,01:54.1,2020년11월21일(토),맑음,포화,혼4,1700M
2660,11,5,선스타트,미,수,5세,52,임다빈,손영표,이신근,530,59.7,6.3,"계란형큰, 망사눈",9- 9- 9- 11- 11- 11- 12,00:15.0,00:15.0,00:27.6,01:04.3,01:12.1,01:19.7,01:40.1,01:54.9,2020년11월21일(토),맑음,포화,혼4,1700M
2661,12,8,백두의정상,한,거,5세,55,이혁,김동철,코리아호스랜드,478,82,14.9,"계란형큰, 눈가면",3- 3- 3- 3- 4- 4- 11,00:14.4,00:14.4,00:26.8,01:02.8,01:10.8,01:18.5,01:39.8,01:55.3,2020년11월21일(토),맑음,포화,혼4,1700M
2662,1,11,가로수길,한,수,4세,55,다비드,리카디,홍종철,488,4.4,1.5,,3- 3- 3- 3- 2- 2- 2,00:14.2,00:14.2,00:26.6,01:04.3,01:12.0,01:19.3,01:38.0,01:50.6,2020년11월21일(토),맑음,포화,국4,1700M
2663,2,8,천지여걸,한,암,3세,53,함완식,김동균,최임규,489,6.3,1.5,"계란형큰, 망사눈",1- 1- 1- 1- 1- 1- 1,00:14.2,00:14.2,00:26.3,01:04.0,01:11.9,01:19.2,01:38.0,01:51.2,2020년11월21일(토),맑음,포화,국4,1700M
2664,3,5,머니지프,한,거,5세,57,김효정,배대선,강종우,475,31.4,4.7,망사눈,5- 5- 5- 6- 6- 6- 4,00:14.5,00:14.5,00:26.7,01:04.5,01:12.5,01:20.0,01:38.6,01:51.5,2020년11월21일(토),맑음,포화,국4,1700M
2665,4,9,라온돌풍,한,거,5세,57,이혁,박종곤,라온건설,476,41.9,6.7,망사눈,8- 8- 8- 5- 3- 3- 3,00:14.8,00:14.8,00:27.5,01:04.4,01:12.1,01:19.5,01:38.6,01:51.9,2020년11월21일(토),맑음,포화,국4,1700M
2666,5,4,우대륭,한,암,4세,53,김정준,안해양,임흥호,491,25.2,3.3,망사,6- 6- 6- 8- 8- 8- 5,00:14.7,00:14.7,00:27.1,01:04.7,01:12.6,01:20.1,01:38.9,01:52.2,2020년11월21일(토),맑음,포화,국4,1700M
2667,6,3,콰이어트아델,한,암,3세,55,김용근,송문길,이종훈,471,1.6,1.1,"반가지큰, 망사눈",4- 4- 4- 4- 5- 5- 6,00:14.4,00:14.4,00:26.7,01:04.4,01:12.4,01:19.9,01:39.0,01:52.2,2020년11월21일(토),맑음,포화,국4,1700M
2668,7,1,정상여신,한,암,4세,55,안토니오,강환민,정동진,503,11.5,2,망사,10- 10- 10- 10- 10- 10- 9,00:15.3,00:15.3,00:27.9,01:05.0,01:13.0,01:20.5,01:39.5,01:52.7,2020년11월21일(토),맑음,포화,국4,1700M
2669,8,6,인디언보스,한,수,4세,53,문성혁,서인석,코리아호스랜드,474,146.3,14.1,"계란형큰, 망사눈",9- 9- 9- 9- 9- 9- 10,00:15.2,00:15.2,00:27.8,01:04.9,01:12.6,01:20.2,01:39.5,01:52.9,2020년11월21일(토),맑음,포화,국4,1700M
2670,9,2,스트롱캡틴,한,거,5세,55,이동국,서범석,이성헌,479,307.8,28.2,계란형큰,7- 7- 7- 7- 7- 7- 8,00:14.8,00:14.8,00:27.2,01:04.7,01:12.6,01:20.1,01:39.2,01:53.1,2020년11월21일(토),맑음,포화,국4,1700M
2671,10,10,교룡득수,한,수,3세,55,조상범,지용철,(주)디알엠씨티,507,49.2,5.7,"계란형큰+, 망사눈",2- 2- 2- 2- 4- 4- 7,00:14.2,00:14.2,00:26.5,01:04.3,01:12.2,01:19.6,01:39.2,01:53.4,2020년11월21일(토),맑음,포화,국4,1700M
2672,11,7,델타케이,한,거,6세,56,신형철,곽영효,강균호,498,78,18.3,"계란형큰, 망사눈",12- 12- 12- 12- 12- 12- 12,00:15.9,00:15.9,00:29.5,01:06.7,01:14.5,01:21.8,01:40.7,01:53.7,2020년11월21일(토),맑음,포화,국4,1700M
2673,12,12,행복스타,한,수,5세,54,박현우,최용구,지원철,516,416.3,26.3,"계란형큰, 양털코",11- 11- 11- 11- 11- 11- 11,00:15.3,00:15.3,00:28.4,01:05.5,01:13.3,01:20.8,01:40.5,01:55.0,2020년11월21일(토),맑음,포화,국4,1700M
2674,1,11,이스트챔프,한,수,3세,52,임다빈,정호익,김영구,455,2.7,1.3,눈가면,7-   -   - 2- 2- 2- 1,00:14.2,  ,  ,00:36.6,00:48.9,00:55.3,  ,01:28.0,2020년11월21일(토),맑음,포화,국5,1400M
2675,2,8,대싱카누,한,암,4세,54,조한별,유재길,박정열,501,58,5.1,망사,11-   -   - 10- 9- 9- 6,00:15.0,  ,  ,00:38.6,00:50.9,00:57.3,  ,01:28.8,2020년11월21일(토),맑음,포화,국5,1400M
2676,3,7,굿원더,한,암,4세,54,최범현,신삼영,오종환,509,9.1,2.2,,4-   -   - 4- 4- 3- 2,00:14.1,  ,  ,00:37.1,00:49.6,00:55.7,  ,01:29.0,2020년11월21일(토),맑음,포화,국5,1400M
2677,4,5,달려라광산,한,암,5세,55,이동진,구자흥,김한수,476,6.5,1.8,망사+,2-   -   - 3- 3- 4- 4,00:14.0,  ,  ,00:36.9,00:49.5,00:55.9,  ,01:29.5,2020년11월21일(토),맑음,포화,국5,1400M
2678,5,10,와니케이,한,암,5세,53,우에다,유재길,김영완,456,36.5,4.2,"반가지큰, 눈가면",5-   -   - 5- 5- 5- 3,00:14.1,  ,  ,00:37.5,00:50.0,00:56.3,  ,01:29.6,2020년11월21일(토),맑음,포화,국5,1400M
2679,6,1,대한챔프,한,수,4세,51,김아현,서정하,대한사료,473,94,11.1,망사눈,8-   -   - 11- 11- 11- 10,00:14.8,  ,  ,00:39.3,00:51.5,00:57.9,  ,01:29.9,2020년11월21일(토),맑음,포화,국5,1400M
2680,7,6,레인,한,암,4세,55,박을운,이신영,이성영,494,24.2,4.6,망사눈,9-   -   - 8- 8- 8- 9,00:14.8,  ,  ,00:38.3,00:50.7,00:57.1,  ,01:30.5,2020년11월21일(토),맑음,포화,국5,1400M
2681,8,3,최강매직,한,거,4세,55,다비드,리카디,함춘,441,5.5,2.2,"망사, 혀끈",6-   -   - 7- 7- 7- 7,00:14.2,  ,  ,00:37.8,00:50.5,00:56.8,  ,01:30.7,2020년11월21일(토),맑음,포화,국5,1400M
2682,9,4,선더머니,한,거,5세,54,조상범,손영표,박성구,465,119.5,20.8,"반가지큰, 혀끈",1-   -   - 1- 1- 1- 5,00:13.9,  ,  ,00:36.6,00:48.9,00:55.3,  ,01:30.9,2020년11월21일(토),맑음,포화,국5,1400M
2683,10,2,멋진승부,한,수,3세,56,김정준,김윤섭,이종욱,501,3.2,1.5,"망사눈+,망사-",3-   -   - 6- 6- 6- 8,00:14.1,  ,  ,00:37.6,00:50.3,00:56.7,  ,01:31.8,2020년11월21일(토),맑음,포화,국5,1400M
2684,11,9,가즈아,한,수,4세,55,김옥성,김동철,장석린외1인(신치구),478,67.9,10.6,"망사눈, 혀끈",10-   -   - 9- 10- 10- 11,00:14.9,  ,  ,00:38.4,00:50.9,00:57.3,  ,01:31.9,2020년11월21일(토),맑음,포화,국5,1400M
2685,1,7,파이팅히어로,한,거,4세,54,최범현,서범석,청팅콩,518,11,3,"계란형큰, 눈가면",11-   -   - 9- 9- 8- 4,00:14.0,  ,  ,00:36.7,00:49.3,00:55.5,01:13.9,01:26.8,2020년11월21일(토),맑음,포화,국3,1400M
2686,2,11,러닝복스,한,암,4세,55,문세영,최봉주,오종환,453,4.1,1.8,망사눈,8-   -   - 4- 4- 4- 3,00:13.6,  ,  ,00:36.2,00:48.8,00:54.9,01:13.8,01:27.2,2020년11월21일(토),맑음,포화,국3,1400M
2687,3,2,스피드황룡,한,거,5세,54,박을운,김점오,과천시청,486,35.1,4.1,"망사, Triabit",12-   -   - 12- 12- 11- 9,00:14.1,  ,  ,00:37.3,00:49.8,00:56.0,01:14.4,01:27.4,2020년11월21일(토),맑음,포화,국3,1400M
2688,4,3,이스트킹덤,한,수,5세,54,임다빈,정호익,김영구,523,35.9,6.3,망사,10-   -   - 11- 10- 10- 10,00:14.0,  ,  ,00:36.9,00:49.5,00:55.9,01:14.6,01:27.5,2020년11월21일(토),맑음,포화,국3,1400M
2689,5,9,선오브선더,한,거,4세,56,안토니오,박대흥,양동희,477,18.2,4.9,망사눈,9-   -   - 6- 5- 5- 6,00:13.7,  ,  ,00:36.4,00:48.8,00:55.1,01:14.1,01:27.5,2020년11월21일(토),맑음,포화,국3,1400M
2690,6,4,글로벌선더,한,거,3세,54,이혁,최상식,장재형,519,2.9,1.7,망사,2-   -   - 2- 2- 2- 2,00:13.4,  ,  ,00:35.9,00:48.5,00:54.8,01:13.8,01:27.7,2020년11월21일(토),맑음,포화,국3,1400M
2691,7,12,럭키법전,한,수,3세,54,임기원,박재우,최기영,519,4.2,1.4,망사눈,4-   -   - 3- 3- 3- 5,00:13.4,  ,  ,00:36.0,00:48.6,00:54.9,01:14.1,01:27.9,2020년11월21일(토),맑음,포화,국3,1400M
2692,8,1,정조의꿈,한,거,4세,58,김용근,강성오,이관형,461,10.9,3.6,"계란형큰, 눈가면",1-   -   - 1- 1- 1- 1,00:13.3,  ,  ,00:35.8,00:48.3,00:54.5,01:13.7,01:28.0,2020년11월21일(토),맑음,포화,국3,1400M
2693,9,8,바람을그리다,한,수,4세,56,김덕현,안병기,김제영,482,38.2,12.2,"망사, 반가지큰",7-   -   - 8- 7- 7- 8,00:13.6,  ,  ,00:36.5,00:49.0,00:55.3,01:14.4,01:28.3,2020년11월21일(토),맑음,포화,국3,1400M
2694,10,5,프리모,한,암,5세,54,김동수,최용건,김철,444,20,3.7,"계란형큰+, 망사,반가지큰-",5-   -   - 7- 6- 6- 7,00:13.6,  ,  ,00:36.5,00:49.0,00:55.3,01:14.4,01:28.5,2020년11월21일(토),맑음,포화,국3,1400M
2695,11,6,스피드청룡,한,거,5세,54,신형철,김점오,과천시청,501,328.6,37.9,"계란형큰, 망사,혀끈+",6-   -   - 10- 11- 12- 11,00:13.6,  ,  ,00:36.9,00:49.6,00:56.1,01:15.3,01:29.5,2020년11월21일(토),맑음,포화,국3,1400M
2696,12,10,마이티럭,한,암,4세,52,다비드,서홍수,조병태,479,19.3,3.9,,3-   -   - 5- 8- 9- 12,00:13.4,  ,  ,00:36.3,00:49.1,00:55.8,01:15.6,01:30.0,2020년11월21일(토),맑음,포화,국3,1400M
2697,1,9,문학보스,미,수,3세,52,최범현,박종곤,권경자,483,29.7,7.4,망사눈-,2-   -   - 3- 3- 2- 1,00:13.3,  ,  ,00:35.9,00:48.3,00:54.5,  ,01:26.0,2020년11월21일(토),맑음,포화,혼3,1400M
2698,2,4,파이트투데이,미,수,4세,55.5,안토니오,토니,한명로,496,2.1,1.3,"계란형큰, 망사눈,혀끈+",9-   -   - 9- 7- 8- 4,00:14.0,  ,  ,00:37.0,00:49.0,00:55.4,  ,01:26.7,2020년11월21일(토),맑음,포화,혼3,1400M
2699,3,7,고고비,캐,암,4세,55,김정준,김윤섭,김재용,461,27.4,2.8,,6-   -   - 6- 6- 6- 2,00:13.7,  ,  ,00:36.5,00:48.8,00:55.1,  ,01:26.7,2020년11월21일(토),맑음,포화,혼3,1400M
2700,4,5,춘산,미,암,3세,52,송재철,전승규,이관형,451,5.2,2.3,"계란형큰,승인편자+, 혀끈",11-   -   - 11- 10- 10- 6,00:14.3,  ,  ,00:37.1,00:49.3,00:55.6,  ,01:27.4,2020년11월21일(토),맑음,포화,혼3,1400M
2701,5,2,슬립웰,미,수,3세,51.5,임다빈,임봉춘,채승배,478,5.5,1.7,눈가면,1-   -   - 1- 1- 1- 3,00:13.3,  ,  ,00:35.7,00:47.9,00:54.1,  ,01:27.6,2020년11월21일(토),맑음,포화,혼3,1400M
2702,6,11,맨해튼뮤직,미,암,5세,52,박현우,이관호,(주)인펨,460,127.3,14.4,망사,5-   -   - 4- 5- 4- 5,00:13.5,  ,  ,00:36.2,00:48.7,00:54.8,  ,01:27.7,2020년11월21일(토),맑음,포화,혼3,1400M
2703,7,6,화이팅랭퍼,미,수,4세,52,이혁,이희영,황봉기,496,50.3,8.8,"반가지큰, 망사눈",8-   -   - 10- 11- 12- 11,00:13.9,  ,  ,00:37.1,00:49.7,00:56.0,  ,01:27.8,2020년11월21일(토),맑음,포화,혼3,1400M
2704,8,3,금석돌파,미,거,4세,51.5,우에다,김동철,유희태,507,82.9,18.5,,12-   -   - 12- 12- 11- 7,00:14.5,  ,  ,00:37.9,00:49.8,00:55.8,  ,01:27.9,2020년11월21일(토),맑음,포화,혼3,1400M
2705,9,8,금아애자일,미,거,3세,52,김효정,배대선,금아산업(주),498,9.5,2.2,,7-   -   - 7- 9- 9- 12,00:13.7,  ,  ,00:36.5,00:49.0,00:55.4,  ,01:28.7,2020년11월21일(토),맑음,포화,혼3,1400M
2706,10,10,파이널스타,미,거,5세,54.5,김덕현,우창구,정기환,499,6.8,2.4,"망사눈, Triabit",3-   -   - 5- 4- 5- 10,00:13.3,  ,  ,00:36.2,00:48.6,00:54.8,  ,01:28.9,2020년11월21일(토),맑음,포화,혼3,1400M
2707,11,1,원더풀딕시,한,수,4세,54,이동진,박대흥,지대섭,523,28.6,3.9,망사눈,4-   -   - 2- 2- 3- 8,00:13.4,  ,  ,00:35.9,00:48.3,00:54.6,  ,01:29.3,2020년11월21일(토),맑음,포화,혼3,1400M
2708,12,12,마이시스터니나,미,암,4세,52,김옥성,박천서,김종진,473,160.8,12.5,"반가지큰, 망사눈,혀끈-",10-   -   - 8- 8- 7- 9,00:14.2,  ,  ,00:36.9,00:49.0,00:55.3,  ,01:29.7,2020년11월21일(토),맑음,포화,혼3,1400M
2709,1,8,문학젠야타,미,암,2세,52,최범현,박종곤,권경자,462,3.2,1.5,망사눈,3-   -   - 3- 3- 4- 1,00:13.6,  ,  ,00:24.8,00:37.1,00:43.5,  ,01:14.3,2020년11월21일(토),맑음,포화,혼4,1200M
2710,2,2,나는스타,미,암,3세,54,박을운,김동균,길용우,438,12.1,2.3,망사눈,5-   -   - 4- 4- 3- 2,00:13.8,  ,  ,00:24.9,00:37.2,00:43.5,  ,01:14.9,2020년11월21일(토),맑음,포화,혼4,1200M
2711,3,4,글로벌신화,미,수,2세,53,함완식,최상식,장재형,505,7.5,2.4,"계란형큰+, 망사",2-   -   - 2- 2- 2- 3,00:13.5,  ,  ,00:24.5,00:36.9,00:43.2,  ,01:14.9,2020년11월21일(토),맑음,포화,혼4,1200M
2712,4,6,럭키훈,미,거,2세,53,김용근,전승규,최기영,467,3.1,2,"망사눈,혀끈+,계란형큰-",9-   -   - 6- 6- 6- 4,00:14.2,  ,  ,00:25.1,00:37.6,00:43.9,  ,01:15.3,2020년11월21일(토),맑음,포화,혼4,1200M
2713,5,10,마이티팝,미,수,2세,53,빅투아르,서홍수,조병태,482,8.5,2.5,"계란형큰, 망사",12-   -   - 11- 11- 11- 8,00:14.4,  ,  ,00:25.8,00:38.6,00:44.8,  ,01:15.5,2020년11월21일(토),맑음,포화,혼4,1200M
2714,6,5,무소의뿔,호,거,4세,54,박현우,송문길,지앤지프로덕션,535,28.7,8.2,망사,6-   -   - 7- 7- 7- 7,00:13.9,  ,  ,00:25.1,00:37.7,00:44.0,  ,01:16.2,2020년11월21일(토),맑음,포화,혼4,1200M
2715,7,11,메디치퀸,호,암,4세,52,송재철,최용건,지앤지프로덕션,462,9.5,2,"계란형큰+,망사눈+,망사-",4-   -   - 5- 5- 5- 6,00:13.7,  ,  ,00:25.0,00:37.3,00:43.8,  ,01:16.5,2020년11월21일(토),맑음,포화,혼4,1200M
2716,8,3,이스트포인트,호,수,3세,54,조상범,박재우,김영구,459,9,2.2,,1-   -   - 1- 1- 1- 5,00:13.5,  ,  ,00:24.4,00:36.8,00:43.2,  ,01:17.0,2020년11월21일(토),맑음,포화,혼4,1200M
2717,9,12,그린질주,미,암,2세,51,우에다,홍대유,김재영b,458,134.2,41.1,,8-   -   - 8- 9- 9- 9,00:14.0,  ,  ,00:25.4,00:38.1,00:44.5,  ,01:17.4,2020년11월21일(토),맑음,포화,혼4,1200M
2718,10,1,디케이미르,미,거,3세,54,김정준,박병일,표종진,461,70.5,6.2,"계란형큰, 승인편자, 혀끈",7-   -   - 10- 10- 10- 11,00:14.0,  ,  ,00:25.8,00:38.3,00:44.8,  ,01:17.6,2020년11월21일(토),맑음,포화,혼4,1200M
2719,11,7,천구클래스,미,수,2세,53,하정훈,최봉주,조금제,467,141.5,27.1,,11-   -   - 9- 8- 8- 10,00:14.4,  ,  ,00:25.7,00:38.1,00:44.5,  ,01:18.0,2020년11월21일(토),맑음,포화,혼4,1200M
2720,12,9,배다리질주,미,암,2세,51,김아현,홍대유,송한우,434,163.8,37.2,눈가면+,10-   -   - 12- 12- 12- 12,00:14.3,  ,  ,00:25.8,00:38.6,00:44.9,  ,01:19.2,2020년11월21일(토),맑음,포화,혼4,1200M
2721,1,7,해후,한,수,5세,57.5,빅투아르,조현수,김선식,453,6.7,5.1,,3-   -   - 2- 2- 2- 1,00:13.5,  ,  ,00:24.3,00:36.0,00:42.1,  ,01:13.0,2020년11월21일(토),맑음,포화,국2,1200M
2722,2,11,빅이어,한,암,5세,51,김용근,송문길,최몽주,538,13.4,3.8,,4-   -   - 4- 4- 3- 3,00:13.6,  ,  ,00:24.6,00:36.2,00:42.3,  ,01:13.8,2020년11월21일(토),맑음,포화,국2,1200M
2723,3,10,대박행진,미,암,4세,52,박병윤,이관호,최수군,435,8.2,1.5,"반가지큰, 망사눈",11-   -   - 11- 11- 11- 9,00:14.2,  ,  ,00:25.5,00:37.2,00:43.3,  ,01:13.9,2020년11월21일(토),맑음,포화,국2,1200M
2724,4,3,선더마크,미,암,4세,56.5,안토니오,박대흥,우순근,522,4.5,2,망사눈,9-   -   - 9- 8- 8- 5,00:14.0,  ,  ,00:25.1,00:36.8,00:42.8,  ,01:14.1,2020년11월21일(토),맑음,포화,국2,1200M
2725,5,4,라온스톰,한,거,4세,51,임다빈,박종곤,라온건설,456,4.7,1.5,"반가지큰, 망사눈",1-   -   - 1- 1- 1- 2,00:13.2,  ,  ,00:24.1,00:35.7,00:41.8,  ,01:14.2,2020년11월21일(토),맑음,포화,국2,1200M
2726,6,5,최강스타,한,수,4세,51,우에다,토니,함춘,500,93.1,4,"계란형큰, 망사눈",7-   -   - 5- 5- 7- 4,00:13.8,  ,  ,00:24.7,00:36.5,00:42.6,  ,01:14.2,2020년11월21일(토),맑음,포화,국2,1200M
2727,7,1,파크삭스,미,수,5세,52,이혁,강환민,김창식,498,66.8,8.3,망사,2-   -   - 3- 3- 4- 6,00:13.5,  ,  ,00:24.4,00:36.2,00:42.4,  ,01:14.5,2020년11월21일(토),맑음,포화,국2,1200M
2728,8,8,레드블레이드,한,거,4세,57,문세영,임채덕,김형란,506,2.5,1.5,망사눈,8-   -   - 10- 9- 9- 7,00:13.8,  ,  ,00:25.1,00:36.8,00:42.8,  ,01:14.6,2020년11월21일(토),맑음,포화,국2,1200M
